Name,URL,Cuisine,Ingredients,key_ingredients
Pain au Chocolat (Chocolate Croissants),https://www.allrecipes.com/recipe/142764/pain-au-chocolat-chocolate-filled-croissant/,French,¼ cup warm water 2 ¼ cups bread flour 2 tablespoons instant nonfat dry milk 1 tablespoon white sugar ½ teaspoon salt 2 tablespoons butter softened 1 ½ teaspoons instant yeast ½ cup butter softened 1  egg yolk 1 tablespoon milk 9 ounces semisweet chocolate chunks,"['milk', 'butter', 'flour', 'sugar', 'chocolate']"
Salmon en Croûte,https://www.allrecipes.com/recipe/246066/salmon-en-croute/,French,2 tablespoons olive oil divided ½  onion chopped 1 cup chopped fresh mushrooms 2 teaspoons minced garlic divided   salt and ground black pepper to taste 1 cup baby spinach 1 tablespoon allpurpose flour or as needed 2 sheets frozen puff pastry thawed 1 1 12pound boned skinned salmon fillet ½ teaspoon smoked paprika or more to taste 1  egg beaten,"['spinach', 'mushrooms', 'garlic', 'onion', 'salmon', 'flour']"
Meat Pie,https://www.allrecipes.com/recipe/76296/meat-pie/,French,1 medium potato peeled and cubed ½ pound ground beef ½ pound ground pork ½ cup chopped onion ⅓ clove garlic chopped ½ teaspoon mustard powder ½ teaspoon dried thyme ¼ teaspoon dried sage ¼ teaspoon ground cloves 1 teaspoon salt ¼ teaspoon ground black pepper ¼ cup water 1 15 ounce package refrigerated pie crusts,"['garlic', 'onion', 'potato', 'beef', 'pork']"
Sauce Vierge,https://www.allrecipes.com/recipe/8522527/sauce-vierge/,French,5 small tomatoes such as CampariR 2 tablespoons minced shallots 2 cloves garlic crushed 2 tablespoons chopped fresh parsley 2 tablespoons chopped fresh tarragon 2 tablespoons pitted and verticallysliced Kalamata olives 8 large basil leaves chopped ¼ cup extravirgin olive oil 1 tablespoon freshly squeezed lemon juice   salt and freshly ground black pepper to taste,"['garlic', 'tomato', 'olives']"
Beans and Greens Tartine,https://www.allrecipes.com/recipe/8524473/beans-and-greens-tartine/,French,4 thick slices French bread 2 tablespoons olive oil,[]
Pâte Sucrée,https://www.allrecipes.com/recipe/8494742/pate-sucree/,French,2 large egg yolks ¼ cup heavy whipping cream ½ teaspoon vanilla extract 3 cups allpurpose flour plus more for dusting ¾ cup granulated sugar 1 teaspoon kosher salt 1 cup cold unsalted butter cut into 12inch pieces,"['butter', 'flour', 'sugar']"
Basic Crêpes,https://www.allrecipes.com/recipe/16383/basic-crepes/,French,1 cup allpurpose flour 2 large eggs ½ cup milk ½ cup water ¼ teaspoon salt 2 tablespoons butter melted,"['eggs', 'milk', 'butter', 'flour']"
Rich and Simple French Onion Soup,https://www.allrecipes.com/recipe/13309/rich-and-simple-french-onion-soup/,French,½ cup unsalted butter 2 tablespoons olive oil 4 cups sliced onions 5 cups beef broth 2 tablespoons dry sherry 1 teaspoon dried thyme 1 pinch salt and pepper to taste 4 slices French bread 4 slices provolone cheese 2 slices Swiss cheese diced ¼ cup grated Parmesan cheese,"['onion', 'beef', 'cheese', 'butter']"
Chicken Cordon Bleu,https://www.allrecipes.com/recipe/8495/chicken-cordon-bleu-i/,French,  nonstick cooking spray 4  skinless boneless chicken breast halves ¼ teaspoon salt ⅛ teaspoon ground black pepper 6 slices Swiss cheese 4 slices cooked ham ½ cup seasoned bread crumbs,"['chicken', 'cheese']"
Fondant Potatoes,https://www.allrecipes.com/recipe/233295/fondant-potatoes/,French,3 large whole russet potatoes 2 tablespoons highheatresistant vegetable oil such as grapeseed oil   salt and ground black pepper to taste 3 tablespoons butter 4 sprigs thyme plus more for garnish ½ cup chicken broth or more as needed,"['potato', 'grapes', 'chicken', 'butter']"
French Crêpes,https://www.allrecipes.com/recipe/20931/french-crepes/,French,1 cup allpurpose flour 1 teaspoon white sugar ¼ teaspoon salt 3  eggs 2 cups milk 2 tablespoons butter melted,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Lobster Thermidor,https://www.allrecipes.com/recipe/87386/lobster-thermidor/,French,1 medium 1 ½ pound cooked lobster 2 tablespoons butter 1  shallot finely chopped 1 ⅜ cups fresh fish stock ¼ cup white wine ¼ cup heavy cream ½ teaspoon hot English mustard 2 tablespoons chopped fresh parsley 1 tablespoon fresh lemon juice   salt and freshly ground black pepper to taste ¼ cup freshly grated Parmesan cheese,"['cheese', 'butter']"
Bûche de Noël,https://www.allrecipes.com/recipe/17345/buche-de-noel/,French,2 cups heavy cream ½ cup confectioners sugar ½ cup unsweetened cocoa powder 1 teaspoon vanilla extract 6  egg yolks ½ cup white sugar ⅓ cup unsweetened cocoa powder 1 ½ teaspoons vanilla extract ⅛ teaspoon salt 6  egg whites ¼ cup white sugar   confectioners sugar for dusting,['sugar']
Macarons,https://www.allrecipes.com/recipe/223232/macarons/,French,4  extra large egg whites 1 ⅔ cups confectioners sugar 1 ⅓ cups almond flour ⅛ teaspoon salt ¼ cup superfine castor sugar ¼ cup seedless raspberry jam,"['flour', 'sugar']"
Chef John's Crème Fraîche,https://www.allrecipes.com/recipe/222387/chef-johns-creme-fraiche/,French,2 cups heavy cream 3 tablespoons cultured buttermilk,"['milk', 'butter']"
The Best Lemon Vinaigrette,https://www.allrecipes.com/recipe/236780/the-best-lemon-vinaigrette/,French,¼ cup red wine vinegar 2 tablespoons Dijon mustard or to taste 1 clove garlic minced 1 teaspoon dried oregano ½ teaspoon kosher salt ¼ teaspoon ground black pepper ½ cup olive oil 2 tablespoons fresh lemon juice,['garlic']
Herbs de Provence,https://www.allrecipes.com/recipe/223272/herbs-de-provence/,French,2 tablespoons dried rosemary 1 tablespoon fennel seed 2 tablespoons dried savory 2 tablespoons dried thyme 2 tablespoons dried basil 2 tablespoons dried marjoram 2 tablespoons dried lavender flowers 2 tablespoons dried Italian parsley 1 tablespoon dried oregano 1 tablespoon dried tarragon 1 teaspoon bay powder,[]
Chicken Florentine,https://www.allrecipes.com/chicken-florentine-recipe-8417902,French,14 cup allpurpose flour 34 teaspoon kosher salt 2 tablespoons unsalted butter 1 tablespoon olive oil 12 cup dry white wine 34 cup chicken stock 34 cup heavy whipping cream 12 teaspoon black pepper 12 teaspoon garlic powder 14 teaspoon dried oregano 18 teaspoon dried thyme 18 teaspoon dried marjoram 1 package fresh baby spinach 14 cup roughly chopped fresh basil 1 ounce Parmesan cheese,"['spinach', 'garlic', 'chicken', 'cheese', 'butter', 'flour']"
Chocolate Yule Log,https://www.allrecipes.com/recipe/269557/chocolate-yule-log/,French,1 ⅔ cups powdered sugar ½ cup unsalted butter at room temperature 2 tablespoons coffeeflavored liqueur 1 ½ tablespoons unsweetened cocoa powder 1 pinch salt ⅓ cup mascarpone cheese,"['cheese', 'butter', 'sugar']"
Pastry Cream,https://www.allrecipes.com/recipe/76043/pastry-cream/,French,2 cups milk ¼ cup white sugar 2  egg yolks 1  egg ⅓ cup white sugar ¼ cup cornstarch 2 tablespoons butter 1 teaspoon vanilla extract,"['corn', 'milk', 'butter', 'sugar']"
Dessert Crepes,https://www.allrecipes.com/recipe/19037/dessert-crepes/,French,4  eggs lightly beaten 1 ⅓ cups milk 1 cup allpurpose flour 2 tablespoons butter melted 2 tablespoons white sugar ½ teaspoon salt,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Creme Pat,https://www.allrecipes.com/creme-patissiere-7484797,French,2 cups milk divided 2 tablespoons cornstarch 13 cup white sugar 1 large egg 2 large egg yolks 14 cup butter 1 teaspoon vanilla extract,"['corn', 'milk', 'butter', 'sugar']"
Duck a l'Orange,https://www.allrecipes.com/recipe/236699/chef-johns-orange-duck/,French,2  duck breast halves   salt to taste 1 cup chicken broth 2 tablespoons orange liqueur such as Grand Marnier 1 tablespoon sherry vinegar 1 tablespoon Seville orange marmalade or more to taste 2 teaspoons grated orange zest 1 pinch cayenne pepper 1 tablespoon reserved duck fat 1 teaspoon allpurpose flour 1 tablespoon butter,"['orange', 'chicken', 'butter', 'flour']"
Disney's Ratatouille,https://www.allrecipes.com/recipe/222006/disneys-ratatouille/,French,1 6 ounce can tomato paste ½  onion chopped ¼ cup minced garlic ¾ cup water 4 tablespoons olive oil divided   salt and ground black pepper to taste 1 small eggplant trimmed and very thinly sliced 1  zucchini trimmed and very thinly sliced 1  yellow squash trimmed and very thinly sliced 1  red bell pepper cored and very thinly sliced 1  yellow bell pepper cored and very thinly sliced 1 teaspoon fresh thyme leaves or to taste 3 tablespoons mascarpone cheese,"['eggplant', 'garlic', 'onion', 'bell pepper', 'squash', 'zucchini', 'tomato', 'cheese']"
Blender Hollandaise Sauce,https://www.allrecipes.com/recipe/84214/blender-hollandaise-sauce/,French,3  egg yolks 1 tablespoon lemon juice ¼ teaspoon Dijon mustard 1 dash hot pepper sauce eg Tabasco™ ½ cup butter,"['hot pepper', 'butter']"
Eclairs,https://www.allrecipes.com/recipe/19010/eclairs-ii/,French,1 cup water ½ cup butter 1 cup allpurpose flour ¼ teaspoon salt 4 large eggs,"['eggs', 'butter', 'flour']"
Macarons (French Macaroons),https://www.allrecipes.com/recipe/223234/macaron-french-macaroon/,French,3  egg whites ¼ cup white sugar 1 ⅔ cups confectioners sugar 1 cup finely ground almonds,['sugar']
Quiche Lorraine,https://www.allrecipes.com/recipe/17515/quiche-lorraine-i/,French,12 slices bacon 1 cup shredded Swiss cheese ⅓ cup minced onion 1 9 inch prepared pie crust 2 cups light cream 4 large eggs beaten ¾ teaspoon salt ¼ teaspoon white sugar ⅛ teaspoon cayenne pepper,"['onion', 'eggs', 'cheese', 'sugar']"
Lyonnaise Potatoes,https://www.allrecipes.com/recipe/19843/lyonnaise-potatoes/,French,2 pounds russet potatoes 2 tablespoons olive oil 4  onions thinly sliced 2 tablespoons chopped garlic ½ cup butter   salt to taste   ground white pepper to taste 1 tablespoon finely minced fresh parsley,"['garlic', 'onion', 'potato', 'butter']"
How to Make Bordelaise Sauce,https://www.allrecipes.com/recipe/234930/how-to-make-bordelaise-sauce/,French,1 teaspoon butter 4 large shallots peeled and sliced 1 pinch salt 1 cup red wine 2 cups veal stock   salt and freshly ground black pepper to taste,['butter']
French Onion Soup Gratinée,https://www.allrecipes.com/recipe/91192/french-onion-soup-gratinee/,French,4 tablespoons butter 2 large red onions thinly sliced 2 large sweet onions thinly sliced 1 teaspoon salt 1 48 fluid ounce can chicken broth 1 14 ounce can beef broth ½ cup red wine 1 tablespoon Worcestershire sauce 2 sprigs fresh parsley 1 sprig fresh thyme leaves 1  bay leaf 1 tablespoon balsamic vinegar   salt and freshly ground black pepper to taste 4 thick slices French bread 8 slices Gruyère cheese at room temperature ½ cup shredded Asiago cheese at room temperature 4 pinches paprika,"['onion', 'chicken', 'beef', 'cheese', 'butter']"
Omelet in a Bag,https://www.allrecipes.com/recipe/85107/omelet-in-a-bag/,French,2 large eggs 2 slices ham chopped Optional ½ cup shredded Cheddar cheese 2 tablespoons chopped fresh tomato Optional 2  fresh mushrooms sliced Optional 1 tablespoon chopped onion Optional 1 tablespoon chopped green bell pepper Optional 1 tablespoon chunky salsa Optional,"['mushrooms', 'onion', 'bell pepper', 'tomato', 'eggs', 'cheese']"
Chef John's Coq au Vin,https://www.allrecipes.com/recipe/239230/chef-johns-coq-au-vin/,French,6  bonein skinon chicken thighs   kosher salt and freshly ground black pepper to taste 8 ounces bacon sliced crosswise into 12inch pieces 10 large button mushrooms quartered ½ large yellow onion diced 2  shallots sliced 2 teaspoons allpurpose flour 2 teaspoons butter 1 ½ cups red wine 6 sprigs fresh thyme 1 cup chicken broth,"['mushrooms', 'onion', 'chicken', 'butter', 'flour']"
"Chicken French (Rochester, NY Style)",https://www.allrecipes.com/recipe/213487/chicken-french-rochester-ny-style/,French,¼ cup allpurpose flour or as needed   salt and black pepper to taste 2 large eggs beaten 1 tablespoon white sugar 1 tablespoon grated Parmesan cheese 2 tablespoons olive oil 4  skinless boneless chicken breast halves ¼ cup butter 2 teaspoons minced garlic ¼ cup dry sherry ¼ cup lemon juice 2 teaspoons lowsodium chicken base,"['garlic', 'chicken', 'eggs', 'cheese', 'butter', 'flour', 'sugar']"
Cordon Bleu Chicken Rolls,https://www.allrecipes.com/recipe/16602/cordon-bleu-chicken-rolls/,French,8  skinless boneless chicken breasts 8 slices cooked ham 4 slices Swiss cheese cut into 1 inch pieces 1 teaspoon dried thyme   salt and pepper to taste ¼ cup melted butter ½ cup cornflakes cereal crumbs,"['corn', 'chicken', 'cheese', 'butter']"
Red Wine Reduction Sauce,https://www.allrecipes.com/recipe/238062/red-wine-reduction-sauce/,French,2 tablespoons olive oil 1  shallot diced 1 cup pinot noir wine 1 cup beef broth 1 tablespoon butter 1 tablespoon Italian seasoning 1 pinch salt to taste Optional,"['beef', 'butter']"
Classic Chicken Cordon Bleu,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,French,3 tablespoons allpurpose flour 1 teaspoon paprika 6  skinless boneless chicken breast halves 6 slices Swiss cheese 6 slices ham 6 tablespoons butter ½ cup dry white wine 1 teaspoon chicken bouillon granules 1 cup heavy whipping cream 1 tablespoon cornstarch,"['corn', 'chicken', 'cheese', 'butter', 'flour']"
Simple Crème Brûlée Dessert,https://www.allrecipes.com/recipe/228515/simple-creme-brulee-dessert/,French,1 cup heavy cream 3 tablespoons white sugar 3 large egg yolks ¼ teaspoon vanilla extract 2 tablespoons white sugar divided,['sugar']
Restaurant-Style French Onion Soup,https://www.allrecipes.com/recipe/228857/restaurant-style-french-onion-soup/,French,½ cup butter 8  onions sliced 2 cloves garlic crushed 1 teaspoon dried thyme ½ teaspoon salt or to taste ½ teaspoon ground black pepper or to taste 1 cup red wine 1 tablespoon sherry 2 tablespoons allpurpose flour 2 quarts beef broth 1  French baguette cut into 12inch thick slices 2 tablespoons olive oil or as needed 6 slices Swiss cheese 6 slices provolone cheese,"['garlic', 'onion', 'beef', 'cheese', 'butter', 'flour']"
Rich and Creamy Potatoes au Gratin,https://www.allrecipes.com/recipe/219721/rich-and-creamy-potatoes-au-gratin/,French,3 pounds Yukon Gold potatoes peeled and very thinly sliced 3 cloves garlic minced ¾ teaspoon salt 1 cup heavy cream divided   freshly ground black pepper to taste   freshly grated nutmeg to taste 2 cups freshly shredded Gruyere cheese divided,"['garlic', 'potato', 'cheese']"
Garlic and Herb Cream Cheese,https://www.allrecipes.com/recipe/145437/garlic-and-herb-cream-cheese/,French,1 8 ounce package cream cheese softened 1 stick butter softened 2 tablespoons grated Parmesan cheese 2 cloves garlic minced 1 ½ teaspoons dried oregano 1 teaspoon dried parsley ¼ teaspoon dried thyme ¼ teaspoon dried dill weed ¼ teaspoon dried basil ¼ teaspoon ground black pepper,"['garlic', 'cheese', 'butter']"
Steelhead Trout Bake with Dijon Mustard,https://www.allrecipes.com/recipe/228041/steelhead-trout-bake-with-dijon-mustard/,French,  cooking spray 1 pound skinless steelhead trout fillets ¼ cup dry white wine 2 ½ tablespoons Dijon mustard 2 cloves garlic pressed 1 tablespoon lemon juice 1 teaspoon dried dill weed 1 teaspoon lemonpepper seasoning,['garlic']
Delicious Easy Chicken Francese,https://www.allrecipes.com/recipe/16681/delicious-easy-chicken-francese/,French,½ cup allpurpose flour 4 large eggs beaten 1 pound skinless boneless chicken breast halves 2 tablespoons olive oil or as needed 2 cups chicken broth ½ cup white wine ¼ cup butter 2 medium lemons juiced 1 teaspoon chopped fresh parsley   salt and pepper to taste 2 teaspoons water 1 teaspoon cornstarch,"['corn', 'chicken', 'eggs', 'butter', 'flour']"
Crème Fraîche Chicken,https://www.allrecipes.com/recipe/9006/creme-fraiche-chicken/,French,1 tablespoon olive oil 6  skinless boneless chicken breast halves ¼ cup white wine   salt and pepper to taste 1 8 ounce package penne or other pasta of your choice 1 large white onion chopped 1 tablespoon chopped garlic 2 8 ounce packages sliced fresh mushrooms 2 cups creme fraiche 3 tablespoons sour cream ½ cup grated Parmesan cheese for topping,"['mushrooms', 'garlic', 'onion', 'chicken', 'cheese']"
Tuscan Pork Tenderloin,https://www.allrecipes.com/recipe/269652/tuscan-pork-tenderloin/,French,4 teaspoons minced garlic 2 teaspoons dried rosemary 2 teaspoons dried oregano 1 teaspoon salt 1 teaspoon ground black pepper 4 pounds pork tenderloin,"['garlic', 'pork']"
Sautéed Mushrooms (Quick and Simple),https://www.allrecipes.com/recipe/222793/sauteed-mushrooms-quick-and-simple/,French,2 tablespoons olive oil 1 tablespoon unsalted butter 1 cup chopped Portobello mushrooms 2 teaspoons dried oregano 1 teaspoon garlic powder 1 teaspoon steak seasoning rub Optional,"['mushrooms', 'garlic', 'butter']"
Canelés de Bordeaux,https://www.allrecipes.com/recipe/260821/caneles-de-bordeaux/,French,1 cup allpurpose flour 1 cup white sugar ¼ cup rum 1 teaspoon vanilla extract ¼ teaspoon kosher salt 2 cups whole milk 2 tablespoons unsalted butter 1 teaspoon unsalted butter,"['milk', 'butter', 'flour', 'sugar']"
Cinnamon-Accented French Toast,https://www.allrecipes.com/recipe/222916/cinnamon-accented-french-toast/,French,3  eggs beaten 2 teaspoons white sugar 1 teaspoon milk 1 teaspoon ground cinnamon ¼ teaspoon salt 6 slices bread,"['eggs', 'milk', 'sugar']"
Grand Marnier Soufflé,https://www.allrecipes.com/recipe/231353/grand-marnier-souffle/,French,1 tablespoon butter melted 5 tablespoons white sugar divided 5 teaspoons butter 5 teaspoons allpurpose flour ¼ cup cold milk 1 tablespoon brandybased orange liqueur such as Grand Marnier® 1 teaspoon freshly grated orange zest 2 large egg yolks ⅛ teaspoon vanilla extract 2 large egg whites,"['orange', 'milk', 'butter', 'flour', 'sugar']"
